time(cc),altitude,GPS t,lat,lon,request1,request2,grade,errors
110110,211,532245,62.745,36,15,11,0.2,0
110111,211,532246,62.746,36,15,11,0.2,0
110112,211,532247,62.747,36,15,11,0.2,0
110113,211,532248,62.748,36,15,11,0.2,0
110114,211,532249,62.749,36,15,11,0.2,0
110115,211,532250,62.75,36,15,11,0.2,0
110116,211,532251,62.751,36,15,11,0.2,0
110117,211,532252,62.752,36,15,11,0.2,0
110118,211,532253,62.753,36,15,11,0.2,0
110119,211,532254,62.754,36,15,11,0.2,0
110120,211,532255,62.755,36,15,11,0.2,0
110121,211,532256,62.756,36,15,11,0.2,0
110122,211,532257,62.757,36,15,11,0.2,0
110123,211,532258,62.758,36,15,11,0.2,0
110124,211,532259,62.759,36,15,11,0.2,0
110125,211,532260,62.76,36,15,11,0.2,0
110126,211,532261,62.761,36,15,11,0.2,0
110127,211,532262,62.762,36,15,11,0.2,0
110128,211,532263,62.763,36,15,11,0.2,0
110129,211,532264,62.764,36,15,11,0.2,0
110130,211,532265,62.765,36,15,11,0.2,0
110131,211,532266,62.766,36,15,11,0.2,0
110132,211,532267,62.767,36,15,11,0.2,0
110133,211,532268,62.768,36,15,11,0.2,0
110134,211,532269,62.769,36,15,11,0.2,0
110135,211,532270,62.77,36,15,11,0.2,0
110136,211,532271,62.771,36,15,11,0.2,0
110137,211,532272,62.772,36,15,11,0.2,0
110138,211,532273,62.773,36,15,11,0.2,0
110139,211,532274,62.774,36,15,11,0.2,0
110140,211,532275,62.775,36,15,11,0.2,0
110141,211,532276,62.776,36,15,11,0.2,0
110142,211,532277,62.777,36,15,11,0.2,0
110143,211,532278,62.778,36,15,11,0.2,0
110144,211,532279,62.779,36,15,11,0.2,0
110145,211,532280,62.78,36,15,11,0.2,0
110146,211,532281,62.781,36,15,11,0.2,0
110147,211,532282,62.782,36,15,11,0.2,0
110148,211,532283,62.783,36,15,11,0.2,0
110149,211,532284,62.784,36,15,11,0.2,0
110150,211,532285,62.785,36,15,11,0.2,0
110151,211,532286,62.786,36,15,11,0.2,0
110152,211,532287,62.787,36,15,11,0.2,0
110153,211,532288,62.788,36,15,11,0.2,0
110154,211,532289,62.789,36,15,11,0.2,0
110155,211,532290,62.79,36,15,11,0.2,0
110156,211,532291,62.791,36,15,11,0.2,0
110157,211,532292,62.792,36,15,11,0.2,0
110158,211,532293,62.793,36,15,11,0.2,0
110159,211,532294,62.794,36,15,11,0.2,0
110160,211,532295,62.795,36,15,11,0.2,0
110161,211,532296,62.796,36,15,11,0.2,0
110162,211,532297,62.797,36,15,11,0.2,0
110163,211,532298,62.798,36,15,11,0.2,0
110164,211,532299,62.799,36,15,11,0.2,0
110165,211,532300,62.8,36,15,11,0.2,0
110166,211,532301,62.801,36,15,11,0.2,0
110167,211,532302,62.802,36,15,11,0.2,0
110168,211,532303,62.803,36,15,11,0.2,0
110169,211,532304,62.804,36,15,11,0.2,0
110170,211,532305,62.805,36,15,11,0.2,0
110171,211,532306,62.806,36,15,11,0.2,0
110172,211,532307,62.807,36,15,11,0.2,0
110173,211,532308,62.808,36,15,11,0.2,0
110174,211,532309,62.809,36,15,11,0.2,0
110175,211,532310,62.81,36,15,11,0.2,0
110176,211,532311,62.811,36,15,11,0.2,0
110177,211,532312,62.812,36,15,11,0.2,0
110178,211,532313,62.813,36,15,11,0.2,0
110179,211,532314,62.814,36,15,11,0.2,0
110180,211,532315,62.815,36,15,11,0.2,0
110181,211,532316,62.816,36,15,11,0.2,0
110182,211,532317,62.817,36,15,11,0.2,0
110183,211,532318,62.818,36,15,11,0.2,0
110184,211,532319,62.819,36,15,11,0.2,0
110185,211,532320,62.82,36,15,11,0.2,0
110186,211,532321,62.821,36,15,11,0.2,0
110187,211,532322,62.822,36,15,11,0.2,0
110188,211,532323,62.823,36,15,11,0.2,0
110189,211,532324,62.824,36,15,11,0.2,0
110190,211,532325,62.825,36,15,11,0.2,0
110191,211,532326,62.826,36,15,11,0.2,0
110192,211,532327,62.827,36,15,11,0.2,0
110193,211,532328,62.828,36,15,11,0.2,0
110194,211,532329,62.829,36,15,11,0.2,0
110195,211,532330,62.83,36,15,11,0.2,0
110196,211,532331,62.831,36,15,11,0.2,0
110197,211,532332,62.832,36,15,11,0.2,0
110198,211,532333,62.833,36,15,11,0.2,0
110199,211,532334,62.834,36,15,11,0.2,0
110200,211,532335,62.835,36,15,11,0.2,0
110201,211,532336,62.836,36,15,11,0.2,0
110202,211,532337,62.837,36,15,11,0.2,0
110203,211,532338,62.838,36,15,11,0.2,0
110204,211,532339,62.839,36,15,11,0.2,0
110205,211,532340,62.84,36,15,11,0.2,0
110206,211,532341,62.841,36,15,11,0.2,0
110207,211,532342,62.842,36,15,11,0.2,0
110208,211,532343,62.843,36,15,11,0.2,0
110209,211,532344,62.844,36,15,11,0.2,0
110210,211,532345,62.845,36,15,11,0.2,0
110211,211,532346,62.846,36,15,11,0.2,0
110212,211,532347,62.847,36,15,11,0.2,0
110213,211,532348,62.848,36,15,11,0.2,0
110214,211,532349,62.849,36,15,11,0.2,0
110215,211,532350,62.85,36,15,11,0.2,0
110216,211,532351,62.851,36,15,11,0.2,0
110217,211,532352,62.852,36,15,11,0.2,0
110218,211,532353,62.853,36,15,11,0.2,0
110219,211,532354,62.854,36,15,11,0.2,0
110220,211,532355,62.855,36,15,11,0.2,0
110221,211,532356,62.856,36,15,11,0.2,0
110222,211,532357,62.857,36,15,11,0.2,0
110223,211,532358,62.858,36,15,11,0.2,0
110224,211,532359,62.859,36,15,11,0.2,0
110225,211,532360,62.86,36,15,11,0.2,0
110226,211,532361,62.861,36,15,11,0.2,0
110227,211,532362,62.862,36,15,11,0.2,0
110228,211,532363,62.863,36,15,11,0.2,0
110229,211,532364,62.864,36,15,11,0.2,0
110230,211,532365,62.865,36,15,11,0.2,0
110231,211,532366,62.866,36,15,11,0.2,0
110232,211,532367,62.867,36,15,11,0.2,0
110233,211,532368,62.868,36,15,11,0.2,0
110234,211,532369,62.869,36,15,11,0.2,0
110235,211,532370,62.87,36,15,11,0.2,0
110236,211,532371,62.871,36,15,11,0.2,0
110237,211,532372,62.872,36,15,11,0.2,0
110238,211,532373,62.873,36,15,11,0.2,0
110239,211,532374,62.874,36,15,11,0.2,0
110240,211,532375,62.875,36,15,11,0.2,0
110241,211,532376,62.876,36,15,11,0.2,0
110242,211,532377,62.877,36,15,11,0.2,0
110243,211,532378,62.878,36,15,11,0.2,0
110244,211,532379,62.879,36,15,11,0.2,0
110245,211,532380,62.88,36,15,11,0.2,0
110246,211,532381,62.881,36,15,11,0.2,0
110247,211,532382,62.882,36,15,11,0.2,0
110248,211,532383,62.883,36,15,11,0.2,0
110249,211,532384,62.884,36,15,11,0.2,0
110250,211,532385,62.885,36,15,11,0.2,0
110251,211,532386,62.886,36,15,11,0.2,0
110252,211,532387,62.887,36,15,11,0.2,0
110253,211,532388,62.888,36,15,11,0.2,0
110254,211,532389,62.889,36,15,11,0.2,0
110255,211,532390,62.89,36,15,11,0.2,0
110256,211,532391,62.891,36,15,11,0.2,0
110257,211,532392,62.892,36,15,11,0.2,0
110258,211,532393,62.893,36,15,11,0.2,0
110259,211,532394,62.894,36,15,11,0.2,0
110260,211,532395,62.895,36,15,11,0.2,0
110261,211,532396,62.896,36,15,11,0.2,0
110262,211,532397,62.897,36,15,11,0.2,0
110263,211,532398,62.898,36,15,11,0.2,0
110264,211,532399,62.899,36,15,11,0.2,0
110265,211,532400,62.9,36,15,11,0.2,0
110266,211,532401,62.901,36,15,11,0.2,0
110267,211,532402,62.902,36,15,11,0.2,0
110268,211,532403,62.903,36,15,11,0.2,0
110269,211,532404,62.904,36,15,11,0.2,0
110270,211,532405,62.905,36,15,11,0.2,0
110271,211,532406,62.906,36,15,11,0.2,0
110272,211,532407,62.907,36,15,11,0.2,0
110273,211,532408,62.908,36,15,11,0.2,0
110274,211,532409,62.909,36,15,11,0.2,0
110275,211,532410,62.91,36,15,11,0.2,0
110276,211,532411,62.911,36,15,11,0.2,0
110277,211,532412,62.912,36,15,11,0.2,0
110278,211,532413,62.913,36,15,11,0.2,0
110279,211,532414,62.914,36,15,11,0.2,0
110280,211,532415,62.915,36,15,11,0.2,0
110281,211,532416,62.916,36,15,11,0.2,0
110282,211,532417,62.917,36,15,11,0.2,0
110283,211,532418,62.918,36,15,11,0.2,0
110284,211,532419,62.919,36,15,11,0.2,0
110285,211,532420,62.92,36,15,11,0.2,0
110286,211,532421,62.921,36,15,11,0.2,0
110287,211,532422,62.922,36,15,11,0.2,0
110288,211,532423,62.923,36,15,11,0.2,0
110289,211,532424,62.924,36,15,11,0.2,0
110290,211,532425,62.925,36,15,11,0.2,0
110291,211,532426,62.926,36,15,11,0.2,0
110292,211,532427,62.927,36,15,11,0.2,0
110293,211,532428,62.928,36,15,11,0.2,0
110294,211,532429,62.929,36,15,11,0.2,0
110295,211,532430,62.93,36,15,11,0.2,0
110296,211,532431,62.931,36,15,11,0.2,0
110297,211,532432,62.932,36,15,11,0.2,0
110298,211,532433,62.933,36,15,11,0.2,0
110299,211,532434,62.934,36,15,11,0.2,0
110300,211,532435,62.935,36,15,11,0.2,0
110301,211,532436,62.936,36,15,11,0.2,0
110302,211,532437,62.937,36,15,11,0.2,0
110303,211,532438,62.938,36,15,11,0.2,0
110304,211,532439,62.939,36,15,11,0.2,0
110305,211,532440,62.94,36,15,11,0.2,0
110306,211,532441,62.941,36,15,11,0.2,0
110307,211,532442,62.942,36,15,11,0.2,0
110308,211,532443,62.943,36,15,11,0.2,0
110309,211,532444,62.944,36,15,11,0.2,0
110310,211,532445,62.945,36,15,11,0.2,0
110311,211,532446,62.946,36,15,11,0.2,0
110312,211,532447,62.947,36,15,11,0.2,0
110313,211,532448,62.948,36,15,11,0.2,0
110314,211,532449,62.949,36,15,11,0.2,0
110315,211,532450,62.95,36,15,11,0.2,0
110316,211,532451,62.951,36,15,11,0.2,0
110317,211,532452,62.952,36,15,11,0.2,0
110318,211,532453,62.953,36,15,11,0.2,0
110319,211,532454,62.954,36,15,11,0.2,0
110320,211,532455,62.955,36,15,11,0.2,0
110321,211,532456,62.956,36,15,11,0.2,0
110322,211,532457,62.957,36,15,11,0.2,0
110323,211,532458,62.958,36,15,11,0.2,0
110324,211,532459,62.959,36,15,11,0.2,0
110325,211,532460,62.96,36,15,11,0.2,0
110326,211,532461,62.961,36,15,11,0.2,0
110327,211,532462,62.962,36,15,11,0.2,0
110328,211,532463,62.963,36,15,11,0.2,0
110329,211,532464,62.964,36,15,11,0.2,0
110330,211,532465,62.965,36,15,11,0.2,0
110331,211,532466,62.966,36,15,11,0.2,0
110332,211,532467,62.967,36,15,11,0.2,0
110333,211,532468,62.968,36,15,11,0.2,0
110334,211,532469,62.969,36,15,11,0.2,0
110335,211,532470,62.97,36,15,11,0.2,0
110336,211,532471,62.971,36,15,11,0.2,0
110337,211,532472,62.972,36,15,11,0.2,0
110338,211,532473,62.973,36,15,11,0.2,0
110339,211,532474,62.974,36,15,11,0.2,0
110340,211,532475,62.975,36,15,11,0.2,0
110341,211,532476,62.976,36,15,11,0.2,0
110342,211,532477,62.977,36,15,11,0.2,0
110343,211,532478,62.978,36,15,11,0.2,0
110344,211,532479,62.979,36,15,11,0.2,0
110345,211,532480,62.98,36,15,11,0.2,0
110346,211,532481,62.981,36,15,11,0.2,0
110347,211,532482,62.982,36,15,11,0.2,0
110348,211,532483,62.983,36,15,11,0.2,0
110349,211,532484,62.984,36,15,11,0.2,0
110350,211,532485,62.985,36,15,11,0.2,0
110351,211,532486,62.986,36,15,11,0.2,0
110352,211,532487,62.987,36,15,11,0.2,0
110353,211,532488,62.988,36,15,11,0.2,0
110354,211,532489,62.989,36,15,11,0.2,0
110355,211,532490,62.99,36,15,11,0.2,0
110356,211,532491,62.991,36,15,11,0.2,0
110357,211,532492,62.992,36,15,11,0.2,0
110358,211,532493,62.993,36,15,11,0.2,0
110359,211,532494,62.994,36,15,11,0.2,0
110360,211,532495,62.995,36,15,11,0.2,0
110361,211,532496,62.996,36,15,11,0.2,0
110362,211,532497,62.997,36,15,11,0.2,0
110363,211,532498,62.998,36,15,11,0.2,0
110364,211,532499,62.999,36,15,11,0.2,0
110365,211,532500,63,36,15,11,0.2,0
110366,211,532501,63.001,36,15,11,0.2,0
110367,211,532502,63.002,36,15,11,0.2,0
110368,211,532503,63.003,36,15,11,0.2,0
110369,211,532504,63.004,36,15,11,0.2,0
110370,211,532505,63.005,36,15,11,0.2,0
110371,211,532506,63.006,36,15,11,0.2,0
110372,211,532507,63.007,36,15,11,0.2,0
110373,211,532508,63.008,36,15,11,0.2,0
110374,211,532509,63.009,36,15,11,0.2,0
110375,211,532510,63.01,36,15,11,0.2,0
110376,211,532511,63.011,36,15,11,0.2,0
110377,211,532512,63.012,36,15,11,0.2,0
110378,211,532513,63.013,36,15,11,0.2,0
110379,211,532514,63.014,36,15,11,0.2,0
110380,211,532515,63.015,36,15,11,0.2,0
110381,211,532516,63.016,36,15,11,0.2,0
110382,211,532517,63.017,36,15,11,0.2,0
110383,211,532518,63.018,36,15,11,0.2,0
110384,211,532519,63.019,36,15,11,0.2,0
110385,211,532520,63.02,36,15,11,0.2,0
110386,211,532521,63.021,36,15,11,0.2,0
110387,211,532522,63.022,36,15,11,0.2,0
110388,211,532523,63.023,36,15,11,0.2,0
110389,211,532524,63.024,36,15,11,0.2,0
110390,211,532525,63.025,36,15,11,0.2,0
110391,211,532526,63.026,36,15,11,0.2,0
110392,211,532527,63.027,36,15,11,0.2,0
110393,211,532528,63.028,36,15,11,0.2,0
110394,211,532529,63.029,36,15,11,0.2,0
110395,211,532530,63.03,36,15,11,0.2,0
110396,211,532531,63.031,36,15,11,0.2,0
110397,211,532532,63.032,36,15,11,0.2,0
110398,211,532533,63.033,36,15,11,0.2,0
110399,211,532534,63.034,36,15,11,0.2,0
110400,211,532535,63.035,36,15,11,0.2,0
110401,211,532536,63.036,36,15,11,0.2,0
110402,211,532537,63.037,36,15,11,0.2,0
110403,211,532538,63.038,36,15,11,0.2,0
110404,211,532539,63.039,36,15,11,0.2,0
110405,211,532540,63.04,36,15,11,0.2,0
110406,211,532541,63.041,36,15,11,0.2,0
110407,211,532542,63.042,36,15,11,0.2,0
110408,211,532543,63.043,36,15,11,0.2,0
110409,211,532544,63.044,36,15,11,0.2,0
110410,211,532545,63.045,36,15,11,0.2,0
110411,211,532546,63.046,36,15,11,0.2,0
110412,211,532547,63.047,36,15,11,0.2,0
110413,211,532548,63.048,36,15,11,0.2,0
110414,211,532549,63.049,36,15,11,0.2,0
110415,211,532550,63.05,36,15,11,0.2,0
110416,211,532551,63.051,36,15,11,0.2,0
110417,211,532552,63.052,36,15,11,0.2,0
110418,211,532553,63.053,36,15,11,0.2,0
110419,211,532554,63.054,36,15,11,0.2,0
110420,211,532555,63.055,36,15,11,0.2,0
110421,211,532556,63.056,36,15,11,0.2,0
110422,211,532557,63.057,36,15,11,0.2,0
110423,211,532558,63.058,36,15,11,0.2,0
110424,211,532559,63.059,36,15,11,0.2,0
110425,211,532560,63.06,36,15,11,0.2,0
110426,211,532561,63.061,36,15,11,0.2,0
110427,211,532562,63.062,36,15,11,0.2,0
110428,211,532563,63.063,36,15,11,0.2,0
110429,211,532564,63.064,36,15,11,0.2,0
110430,211,532565,63.065,36,15,11,0.2,0
110431,211,532566,63.066,36,15,11,0.2,0
110432,211,532567,63.067,36,15,11,0.2,0
110433,211,532568,63.068,36,15,11,0.2,0
110434,211,532569,63.069,36,15,11,0.2,0
110435,211,532570,63.07,36,15,11,0.2,0
110436,211,532571,63.071,36,15,11,0.2,0
110437,211,532572,63.072,36,15,11,0.2,0
110438,211,532573,63.073,36,15,11,0.2,0
110439,211,532574,63.074,36,15,11,0.2,0
110440,211,532575,63.075,36,15,11,0.2,0
110441,211,532576,63.076,36,15,11,0.2,0
110442,211,532577,63.077,36,15,11,0.2,0
110443,211,532578,63.078,36,15,11,0.2,0
110444,211,532579,63.079,36,15,11,0.2,0
110445,211,532580,63.08,36,15,11,0.2,0
110446,211,532581,63.081,36,15,11,0.2,0
110447,211,532582,63.082,36,15,11,0.2,0
110448,211,532583,63.083,36,15,11,0.2,0
110449,211,532584,63.084,36,15,11,0.2,0
110450,211,532585,63.085,36,15,11,0.2,0
110451,211,532586,63.086,36,15,11,0.2,0
110452,211,532587,63.087,36,15,11,0.2,0
110453,211,532588,63.088,36,15,11,0.2,0
110454,211,532589,63.089,36,15,11,0.2,0
110455,211,532590,63.09,36,15,11,0.2,0
110456,211,532591,63.091,36,15,11,0.2,0
110457,211,532592,63.092,36,15,11,0.2,0
110458,211,532593,63.093,36,15,11,0.2,0
110459,211,532594,63.094,36,15,11,0.2,0
110460,211,532595,63.095,36,15,11,0.2,0
110461,211,532596,63.096,36,15,11,0.2,0
110462,211,532597,63.097,36,15,11,0.2,0
110463,211,532598,63.098,36,15,11,0.2,0
110464,211,532599,63.099,36,15,11,0.2,0
110465,211,532600,63.1,36,15,11,0.2,0
110466,211,532601,63.101,36,15,11,0.2,0
110467,211,532602,63.102,36,15,11,0.2,0
110468,211,532603,63.103,36,15,11,0.2,0
110469,211,532604,63.104,36,15,11,0.2,0
110470,211,532605,63.105,36,15,11,0.2,0
110471,211,532606,63.106,36,15,11,0.2,0
110472,211,532607,63.107,36,15,11,0.2,0
110473,211,532608,63.108,36,15,11,0.2,0
110474,211,532609,63.109,36,15,11,0.2,0
110475,211,532610,63.11,36,15,11,0.2,0
110476,211,532611,63.111,36,15,11,0.2,0
110477,211,532612,63.112,36,15,11,0.2,0
110478,211,532613,63.113,36,15,11,0.2,0
110479,211,532614,63.114,36,15,11,0.2,0
110480,211,532615,63.115,36,15,11,0.2,0
110481,211,532616,63.116,36,15,11,0.2,0
110482,211,532617,63.117,36,15,11,0.2,0
110483,211,532618,63.118,36,15,11,0.2,0
110484,211,532619,63.119,36,15,11,0.2,0
110485,211,532620,63.12,36,15,11,0.2,0
110486,211,532621,63.121,36,15,11,0.2,0
110487,211,532622,63.122,36,15,11,0.2,0
110488,211,532623,63.123,36,15,11,0.2,0
110489,211,532624,63.124,36,15,11,0.2,0
110490,211,532625,63.125,36,15,11,0.2,0
110491,211,532626,63.126,36,15,11,0.2,0
110492,211,532627,63.127,36,15,11,0.2,0
110493,211,532628,63.128,36,15,11,0.2,0
110494,211,532629,63.129,36,15,11,0.2,0
110495,211,532630,63.13,36,15,11,0.2,0
110496,211,532631,63.131,36,15,11,0.2,0
110497,211,532632,63.132,36,15,11,0.2,0
110498,211,532633,63.133,36,15,11,0.2,0
110499,211,532634,63.134,36,15,11,0.2,0
110500,211,532635,63.135,36,15,11,0.2,0
110501,211,532636,63.136,36,15,11,0.2,0
110502,211,532637,63.137,36,15,11,0.2,0
110503,211,532638,63.138,36,15,11,0.2,0
110504,211,532639,63.139,36,15,11,0.2,0
110505,211,532640,63.14,36,15,11,0.2,0
110506,211,532641,63.141,36,15,11,0.2,0
110507,211,532642,63.142,36,15,11,0.2,0
110508,211,532643,63.143,36,15,11,0.2,0
110509,211,532644,63.144,36,15,11,0.2,0
110510,211,532645,63.145,36,15,11,0.2,0
110511,211,532646,63.146,36,15,11,0.2,0
110512,211,532647,63.147,36,15,11,0.2,0
110513,211,532648,63.148,36,15,11,0.2,0
110514,211,532649,63.149,36,15,11,0.2,0
110515,211,532650,63.15,36,15,11,0.2,0
110516,211,532651,63.151,36,15,11,0.2,0
110517,211,532652,63.152,36,15,11,0.2,0
110518,211,532653,63.153,36,15,11,0.2,0
110519,211,532654,63.154,36,15,11,0.2,0
110520,211,532655,63.155,36,15,11,0.2,0
110521,211,532656,63.156,36,15,11,0.2,0
110522,211,532657,63.157,36,15,11,0.2,0
110523,211,532658,63.158,36,15,11,0.2,0
110524,211,532659,63.159,36,15,11,0.2,0
110525,211,532660,63.16,36,15,11,0.2,0
110526,211,532661,63.161,36,15,11,0.2,0
110527,211,532662,63.162,36,15,11,0.2,0
110528,211,532663,63.163,36,15,11,0.2,0
110529,211,532664,63.164,36,15,11,0.2,0
110530,211,532665,63.165,36,15,11,0.2,0
110531,211,532666,63.166,36,15,11,0.2,0
110532,211,532667,63.167,36,15,11,0.2,0
110533,211,532668,63.168,36,15,11,0.2,0
110534,211,532669,63.169,36,15,11,0.2,0
110535,211,532670,63.17,36,15,11,0.2,0
110536,211,532671,63.171,36,15,11,0.2,0
110537,211,532672,63.172,36,15,11,0.2,0
110538,211,532673,63.173,36,15,11,0.2,0
110539,211,532674,63.174,36,15,11,0.2,0
110540,211,532675,63.175,36,15,11,0.2,0
110541,211,532676,63.176,36,15,11,0.2,0
110542,211,532677,63.177,36,15,11,0.2,0
110543,211,532678,63.178,36,15,11,0.2,0
110544,211,532679,63.179,36,15,11,0.2,0
110545,211,532680,63.18,36,15,11,0.2,0
110546,211,532681,63.181,36,15,11,0.2,0
110547,211,532682,63.182,36,15,11,0.2,0
110548,211,532683,63.183,36,15,11,0.2,0
110549,211,532684,63.184,36,15,11,0.2,0
110550,211,532685,63.185,36,15,11,0.2,0
110551,211,532686,63.186,36,15,11,0.2,0
110552,211,532687,63.187,36,15,11,0.2,0
110553,211,532688,63.188,36,15,11,0.2,0
110554,211,532689,63.189,36,15,11,0.2,0
110555,211,532690,63.19,36,15,11,0.2,0
110556,211,532691,63.191,36,15,11,0.2,0
110557,211,532692,63.192,36,15,11,0.2,0
110558,211,532693,63.193,36,15,11,0.2,0
110559,211,532694,63.194,36,15,11,0.2,0
110560,211,532695,63.195,36,15,11,0.2,0
110561,211,532696,63.196,36,15,11,0.2,0
110562,211,532697,63.197,36,15,11,0.2,0
110563,211,532698,63.198,36,15,11,0.2,0
110564,211,532699,63.199,36,15,11,0.2,0
110565,211,532700,63.2,36,15,11,0.2,0
110566,211,532701,63.201,36,15,11,0.2,0
110567,211,532702,63.202,36,15,11,0.2,0
110568,211,532703,63.203,36,15,11,0.2,0
110569,211,532704,63.204,36,15,11,0.2,0
110570,211,532705,63.205,36,15,11,0.2,0
110571,211,532706,63.206,36,15,11,0.2,0
110572,211,532707,63.207,36,15,11,0.2,0
110573,211,532708,63.208,36,15,11,0.2,0
110574,211,532709,63.209,36,15,11,0.2,0
110575,211,532710,63.21,36,15,11,0.2,0
110576,211,532711,63.211,36,15,11,0.2,0
110577,211,532712,63.212,36,15,11,0.2,0
110578,211,532713,63.213,36,15,11,0.2,0
110579,211,532714,63.214,36,15,11,0.2,0
110580,211,532715,63.215,36,15,11,0.2,0
110581,211,532716,63.216,36,15,11,0.2,0
110582,211,532717,63.217,36,15,11,0.2,0
110583,211,532718,63.218,36,15,11,0.2,0
110584,211,532719,63.219,36,15,11,0.2,0
110585,211,532720,63.22,36,15,11,0.2,0
110586,211,532721,63.221,36,15,11,0.2,0
110587,211,532722,63.222,36,15,11,0.2,0
110588,211,532723,63.223,36,15,11,0.2,0
110589,211,532724,63.224,36,15,11,0.2,0
110590,211,532725,63.225,36,15,11,0.2,0
110591,211,532726,63.226,36,15,11,0.2,0
110592,211,532727,63.227,36,15,11,0.2,0
110593,211,532728,63.228,36,15,11,0.2,0
110594,211,532729,63.229,36,15,11,0.2,0
110595,211,532730,63.23,36,15,11,0.2,0
110596,211,532731,63.231,36,15,11,0.2,0
110597,211,532732,63.232,36,15,11,0.2,0
110598,211,532733,63.233,36,15,11,0.2,0
110599,211,532734,63.234,36,15,11,0.2,0
110600,211,532735,63.235,36,15,11,0.2,0
110601,211,532736,63.236,36,15,11,0.2,0
110602,211,532737,63.237,36,15,11,0.2,0
110603,211,532738,63.238,36,15,11,0.2,0
110604,211,532739,63.239,36,15,11,0.2,0
110605,211,532740,63.24,36,15,11,0.2,0
110606,211,532741,63.241,36,15,11,0.2,0
110607,211,532742,63.242,36,15,11,0.2,0
110608,211,532743,63.243,36,15,11,0.2,0
110609,211,532744,63.244,36,15,11,0.2,0
110610,211,532745,63.245,36,15,11,0.2,0
110611,211,532746,63.246,36,15,11,0.2,0
110612,211,532747,63.247,36,15,11,0.2,0
110613,211,532748,63.248,36,15,11,0.2,0
110614,211,532749,63.249,36,15,11,0.2,0
110615,211,532750,63.25,36,15,11,0.2,0
110616,211,532751,63.251,36,15,11,0.2,0
110617,211,532752,63.252,36,15,11,0.2,0
110618,211,532753,63.253,36,15,11,0.2,0
110619,211,532754,63.254,36,15,11,0.2,0
110620,211,532755,63.255,36,15,11,0.2,0
110621,211,532756,63.256,36,15,11,0.2,0
110622,211,532757,63.257,36,15,11,0.2,0
110623,211,532758,63.258,36,15,11,0.2,0
110624,211,532759,63.259,36,15,11,0.2,0
110625,211,532760,63.26,36,15,11,0.2,0
110626,211,532761,63.261,36,15,11,0.2,0
110627,211,532762,63.262,36,15,11,0.2,0
110628,211,532763,63.263,36,15,11,0.2,0
110629,211,532764,63.264,36,15,11,0.2,0
110630,211,532765,63.265,36,15,11,0.2,0
110631,211,532766,63.266,36,15,11,0.2,0
110632,211,532767,63.267,36,15,11,0.2,0
110633,211,532768,63.268,36,15,11,0.2,0
110634,211,532769,63.269,36,15,11,0.2,0
110635,211,532770,63.27,36,15,11,0.2,0
110636,211,532771,63.271,36,15,11,0.2,0
110637,211,532772,63.272,36,15,11,0.2,0
110638,211,532773,63.273,36,15,11,0.2,0
110639,211,532774,63.274,36,15,11,0.2,0
110640,211,532775,63.275,36,15,11,0.2,0
110641,211,532776,63.276,36,15,11,0.2,0
110642,211,532777,63.277,36,15,11,0.2,0
110643,211,532778,63.278,36,15,11,0.2,0
110644,211,532779,63.279,36,15,11,0.2,0
110645,211,532780,63.28,36,15,11,0.2,0
110646,211,532781,63.281,36,15,11,0.2,0
110647,211,532782,63.282,36,15,11,0.2,0
110648,211,532783,63.283,36,15,11,0.2,0
110649,211,532784,63.284,36,15,11,0.2,0
110650,211,532785,63.285,36,15,11,0.2,0
110651,211,532786,63.286,36,15,11,0.2,0
110652,211,532787,63.287,36,15,11,0.2,0
110653,211,532788,63.288,36,15,11,0.2,0
110654,211,532789,63.289,36,15,11,0.2,0
110655,211,532790,63.29,36,15,11,0.2,0
110656,211,532791,63.291,36,15,11,0.2,0
110657,211,532792,63.292,36,15,11,0.2,0
110658,211,532793,63.293,36,15,11,0.2,0
110659,211,532794,63.294,36,15,11,0.2,0
110660,211,532795,63.295,36,15,11,0.2,0
110661,211,532796,63.296,36,15,11,0.2,0
110662,211,532797,63.297,36,15,11,0.2,0
110663,211,532798,63.298,36,15,11,0.2,0
110664,211,532799,63.299,36,15,11,0.2,0
110665,211,532800,63.3,36,15,11,0.2,0
110666,211,532801,63.301,36,15,11,0.2,0
110667,211,532802,63.302,36,15,11,0.2,0
110668,211,532803,63.303,36,15,11,0.2,0
110669,211,532804,63.304,36,15,11,0.2,0
110670,211,532805,63.305,36,15,11,0.2,0
110671,211,532806,63.306,36,15,11,0.2,0
110672,211,532807,63.307,36,15,11,0.2,0
110673,211,532808,63.308,36,15,11,0.2,0
110674,211,532809,63.309,36,15,11,0.2,0
110675,211,532810,63.31,36,15,11,0.2,0
110676,211,532811,63.311,36,15,11,0.2,0
110677,211,532812,63.312,36,15,11,0.2,0
110678,211,532813,63.313,36,15,11,0.2,0
110679,211,532814,63.314,36,15,11,0.2,0
110680,211,532815,63.315,36,15,11,0.2,0
110681,211,532816,63.316,36,15,11,0.2,0
110682,211,532817,63.317,36,15,11,0.2,0
110683,211,532818,63.318,36,15,11,0.2,0
110684,211,532819,63.319,36,15,11,0.2,0
110685,211,532820,63.32,36,15,11,0.2,0
110686,211,532821,63.321,36,15,11,0.2,0
110687,211,532822,63.322,36,15,11,0.2,0
110688,211,532823,63.323,36,15,11,0.2,0
110689,211,532824,63.324,36,15,11,0.2,0
110690,211,532825,63.325,36,15,11,0.2,0
110691,211,532826,63.326,36,15,11,0.2,0
